consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,resp4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,resp4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_25.keys,key_resp_25.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_29.keys,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,137,137,137,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.9629,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,138,138,138,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0747,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,139,139,139,1,houses.png,watch.png,trident.png,5,4.7759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.1412,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,140,140,140,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.9049,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,141,141,141,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.9581,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,142,142,142,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.8259,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,143,143,143,1,train.png,tree.png,trident.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,0.8941,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,144,144,144,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.0252,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,145,145,145,1,houses.png,watch.png,trident.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.925,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,146,146,146,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.9084,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,147,147,147,1,tophat.png,tree.png,trident.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1.3423,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,148,148,148,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,0.8442,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,149,149,149,1,compass.png,watch.png,planet.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.8173,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,150,150,150,1,tophat.png,tree.png,planet.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1.1095,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,151,151,151,1,north.png,bell.png,planet.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.1247,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,152,152,152,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.8471,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,153,153,153,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.2238,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,154,154,154,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.8606,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,155,155,155,1,north.png,bell.png,trident.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.5971,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,156,156,156,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7782,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,157,157,157,1,houses.png,watch.png,planet.png,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.8938,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,158,158,158,1,train.png,tree.png,planet.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,1.0269,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,159,159,159,1,hammer.png,fox.png,trident.png,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.4618,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,160,160,160,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.2945,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,161,161,161,1,train.png,tree.png,trident.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.0607,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,162,162,162,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.8588,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,163,163,163,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,1.0572,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,164,164,164,1,compass.png,watch.png,trident.png,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1.115,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,165,165,165,1,window.png,unicorn.png,planet.png,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,0.729,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,166,166,166,1,apple.png,fox.png,trident.png,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.7763,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,167,167,167,1,train.png,tree.png,trident.png,1,3.4712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1.1087,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5ca65510a0b6540012283c32,001,2022-12-08_10h00.28.248,study3,2021.1.3,Win32,60.00960154,5ca65510a0b6540012283c32,639196b66de4c8b2f2d051a0,63919fe2f6d15e649dc77f5a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,168,168,168,1,snorkel.png,bell.png,planet.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
